z,v
𭵅,12
𭵆,12
𭵇,12
𭵈,12
𭵉,13
𭵊,13
𭵋,12
𭵌,12
𭵍,12
𭵎,13
𭵏,13
𭵐,13
𭵑,13
𭵒,13
𭵓,13
𭵔,12
𭵕,13
𭵖,12
𭵗,13
𭵘,13
𭵙,13
𭵚,13
𭵛,13
𭵜,13
𭵝,13
𭵞,13
𭵟,13
𭵠,14
𭵡,13
𭵢,14
𭵣,14
𭵤,14
𭵥,14
𭵦,14
𭵧,14
𭵨,13
𭵩,14
𭵪,14
𭵫,14
𭵬,13
𭵭,13
𭵮,14
𭵯,14
𭵰,14
𭵱,14
𭵲,13
𭵳,15
𭵴,15
𭵵,15
𭵶,14
𭵷,15
𭵸,16
𭵹,15
𭵺,15
𭵻,15
𭵼,15
𭵽,16
𭵾,16
𭵿,16
𭶀,16
𭶁,16
𭶂,15
𭶃,16
𭶄,15
𭶅,16
𭶆,16
𭶇,16
𭶈,16
𭶉,16
𭶊,16
𭶋,16
𭶌,17
𭶍,16
𭶎,16
𭶏,15
𭶐,17
𭶑,17
𭶒,17
𭶓,17
𭶔,17
𭶕,17
𭶖,17
𭶗,17
𭶘,17
𭶙,17
𭶚,18
𭶛,18
𭶜,18
𭶝,18
𭶞,18
𭶟,18
𭶠,17
𭶡,18
𭶢,18
𭶣,19
𭶤,19
𭶥,20
𭶦,20
𭶧,20
𭶨,23
𭶩,24
𭶪,8
𭶫,9
𭶬,10
𭶭,10
𭶮,10
𭶯,10
𭶰,11
𭶱,12
𭶲,12
𭶳,13
𭶴,14
𭶵,14
𭶶,15
𭶷,15
𭶸,16
𭶹,17
𭶺,6
𭶻,7
𭶼,11
𭶽,21
𭶾,7
𭶿,6
𭷀,7
𭷁,8
𭷂,9
𭷃,8
𭷄,10
𭷅,10
𭷆,11
𭷇,17
𭷈,18
𭷉,8
𭷊,9
𭷋,9
𭷌,11
𭷍,17
𭷎,18
𭷏,8
𭷐,9
𭷑,10
𭷒,12
𭷓,5
𭷔,6
𭷕,8
𭷖,8
𭷗,8
𭷘,8
𭷙,8
𭷚,9
𭷛,9
𭷜,9
𭷝,9
𭷞,10
𭷟,10
𭷠,11
𭷡,11
𭷢,11
𭷣,11
𭷤,12
𭷥,12
𭷦,12
𭷧,12
𭷨,12
𭷩,12
𭷪,12
𭷫,12
𭷬,12
𭷭,12
𭷮,14
𭷯,14
𭷰,15
𭷱,14
𭷲,15
𭷳,15
𭷴,16
𭷵,16
𭷶,19
𭷷,23
𭷸,5
𭷹,6
𭷺,7
𭷻,7
𭷼,7
𭷽,7
𭷾,7
𭷿,9
𭸀,8
𭸁,9
𭸂,8
𭸃,8
𭸄,9
𭸅,9
𭸆,9
𭸇,9
𭸈,9
𭸉,9
𭸊,10
𭸋,11
𭸌,10
𭸍,10
𭸎,10
𭸏,10
𭸐,10
𭸑,10
𭸒,11
𭸓,11
𭸔,12
𭸕,11
𭸖,11
𭸗,12
𭸘,12
𭸙,11
𭸚,12
𭸛,12
𭸜,12
𭸝,12
𭸞,12
𭸟,12
𭸠,11
𭸡,13
𭸢,13
𭸣,15
𭸤,14
𭸥,14
𭸦,14
𭸧,14
𭸨,15
𭸩,15
𭸪,16
𭸫,16
𭸬,15
𭸭,16
𭸮,18
𭸯,17
𭸰,18
𭸱,18
𭸲,20
𭸳,20
𭸴,27
𭸵,6
𭸶,8
𭸷,8
𭸸,8
𭸹,8
𭸺,8
𭸻,8
𭸼,10
𭸽,9
𭸾,8
𭸿,9
𭹀,9
𭹁,9
𭹂,9
𭹃,9
𭹄,10
𭹅,9
𭹆,10
𭹇,10
𭹈,10
𭹉,10
𭹊,11
𭹋,10
𭹌,11
𭹍,11
𭹎,12
𭹏,11
𭹐,11
𭹑,11
𭹒,11
𭹓,11
𭹔,11
𭹕,12
𭹖,12
𭹗,12
𭹘,12
𭹙,12
𭹚,12
𭹛,11
𭹜,12
𭹝,12
𭹞,12
𭹟,12
𭹠,12
𭹡,12
𭹢,12
𭹣,13
𭹤,13
𭹥,13
𭹦,13
𭹧,13
𭹨,13
𭹩,13
𭹪,12
𭹫,14
𭹬,12
𭹭,14
𭹮,13
𭹯,15
𭹰,15
𭹱,14
𭹲,15
𭹳,15
𭹴,15
𭹵,15
𭹶,16
𭹷,16
𭹸,16
𭹹,16
𭹺,16
𭹻,16
𭹼,16
𭹽,16
𭹾,16
𭹿,16
𭺀,17
𭺁,16
𭺂,17
𭺃,16
𭺄,17
𭺅,17
𭺆,18
𭺇,17
𭺈,17
𭺉,18
𭺊,17
𭺋,18
𭺌,18
𭺍,20
𭺎,19
𭺏,21
𭺐,19
𭺑,20
𭺒,20
𭺓,21
𭺔,22
𭺕,22
𭺖,24
𭺗,9
𭺘,10
𭺙,16
𭺚,16
𭺛,5
𭺜,5
𭺝,8
𭺞,10
𭺟,10
𭺠,10
𭺡,10
𭺢,11
𭺣,12
𭺤,14
𭺥,17
𭺦,17
𭺧,19
𭺨,19
𭺩,21
𭺪,4
𭺫,4
𭺬,11
𭺭,13
𭺮,14
𭺯,14
𭺰,15
𭺱,8
𭺲,8
𭺳,8
𭺴,10
𭺵,12
𭺶,17
𭺷,18
𭺸,8
𭺹,9
𭺺,11
𭺻,12
𭺼,17
𭺽,6
𭺾,9
𭺿,9
𭻀,9
𭻁,9
𭻂,9
𭻃,9
𭻄,9
𭻅,9
𭻆,9
𭻇,10
𭻈,10
𭻉,10
𭻊,10
𭻋,10
𭻌,11
𭻍,11
𭻎,11
𭻏,11
𭻐,11
𭻑,11
𭻒,11
𭻓,11
𭻔,12
𭻕,12
𭻖,12
𭻗,12
𭻘,12
𭻙,12
𭻚,12
𭻛,13
𭻜,13
𭻝,13
𭻞,13
𭻟,13
𭻠,13
𭻡,14
𭻢,14
𭻣,14
𭻤,14
𭻥,15
𭻦,15
𭻧,16
𭻨,16
𭻩,16
𭻪,16
𭻫,16
𭻬,15
𭻭,15
𭻮,16
𭻯,17
𭻰,17
𭻱,17
𭻲,18
𭻳,18
𭻴,19
𭻵,19
𭻶,20
𭻷,20
𭻸,21
𭻹,22
𭻺,23
𭻻,25
𭻼,27
𭻽,27
𭻾,7
𭻿,9
𭼀,10
𭼁,11
𭼂,13
𭼃,15
𭼄,14
𭼅,15
𭼆,9
𭼇,9
𭼈,10
𭼉,10
𭼊,11
𭼋,11
𭼌,11
𭼍,11
𭼎,12
𭼏,12
𭼐,12
𭼑,12
𭼒,12
𭼓,13
𭼔,13
𭼕,13
𭼖,13
𭼗,14
𭼘,14
𭼙,14
𭼚,14
𭼛,14
𭼜,14
𭼝,14
𭼞,15
𭼟,15
𭼠,16
𭼡,16
𭼢,16
𭼣,15
𭼤,15
𭼥,16
𭼦,16
𭼧,16
𭼨,17
𭼩,17
𭼪,17
𭼫,17
𭼬,20
𭼭,17
𭼮,18
𭼯,18
𭼰,19
𭼱,19
𭼲,19
𭼳,19
𭼴,19
𭼵,20
𭼶,20
𭼷,20
𭼸,22
𭼹,23
𭼺,24
𭼻,27
𭼼,28
𭼽,5
𭼾,9
𭼿,9
𭽀,11
𭽁,13
𭽂,14
𭽃,14
𭽄,15
𭽅,16
𭽆,7
𭽇,8
𭽈,8
𭽉,8
𭽊,8
𭽋,9
𭽌,9
𭽍,9
𭽎,10
𭽏,10
𭽐,10
𭽑,10
𭽒,10
𭽓,10
𭽔,11
𭽕,11
𭽖,11
𭽗,11
𭽘,12
𭽙,13
𭽚,13
𭽛,13
𭽜,13
𭽝,14
𭽞,14
𭽟,15
𭽠,15
𭽡,18
𭽢,18
𭽣,10
𭽤,10
𭽥,11
𭽦,11
𭽧,11
𭽨,11
𭽩,11
𭽪,11
𭽫,12
𭽬,13
𭽭,13
𭽮,13
𭽯,14
𭽰,14
𭽱,15
𭽲,15
𭽳,15
𭽴,16
𭽵,16
𭽶,18
𭽷,18
𭽸,19
𭽹,19
𭽺,23
𭽻,25
𭽼,9
𭽽,10
𭽾,10
𭽿,10
𭾀,11
𭾁,11
𭾂,12
𭾃,13
𭾄,13
𭾅,13
𭾆,12
𭾇,14
𭾈,14
𭾉,14
𭾊,14
𭾋,14
𭾌,15
𭾍,15
𭾎,15
𭾏,15
𭾐,16
𭾑,17
𭾒,18
𭾓,19
𭾔,19
𭾕,21
𭾖,23
𭾗,7
𭾘,7
𭾙,7
𭾚,8
𭾛,8
𭾜,8
𭾝,8
𭾞,9
𭾟,9
𭾠,9
𭾡,9
𭾢,9
𭾣,8
𭾤,9
𭾥,9
𭾦,10
𭾧,10
𭾨,10
𭾩,10
𭾪,10
𭾫,11
𭾬,11
𭾭,11
𭾮,11
𭾯,11
𭾰,11
𭾱,11
𭾲,11
𭾳,12
𭾴,12
𭾵,12
𭾶,12
𭾷,11
𭾸,12
𭾹,13
𭾺,13
𭾻,13
𭾼,13
𭾽,13
𭾾,13
𭾿,13
𭿀,13
𭿁,13
𭿂,13
𭿃,13
𭿄,14
𭿅,14
𭿆,13
𭿇,14
𭿈,14
𭿉,14
𭿊,14
𭿋,14
𭿌,14
𭿍,14
𭿎,14
𭿏,14
𭿐,15
𭿑,15
𭿒,15
𭿓,15
𭿔,15
𭿕,16
𭿖,16
𭿗,16
𭿘,15
𭿙,16
𭿚,16
𭿛,16
𭿜,16
𭿝,17
𭿞,17
𭿟,17
𭿠,17
𭿡,17
𭿢,18
𭿣,18
𭿤,17
𭿥,18
𭿦,17
𭿧,18
𭿨,17
𭿩,19
𭿪,19
𭿫,18
𭿬,19
𭿭,19
𭿮,21
𭿯,21
𭿰,20
𭿱,21
𭿲,22
𭿳,24
𭿴,24
𭿵,5
𭿶,6
𭿷,10
𭿸,10
𭿹,11
𭿺,11
𭿻,15
𭿼,16
𭿽,7
𭿾,9
𭿿,9
𮀀,10
𮀁,11
𮀂,11
𮀃,13
𮀄,13
𮀅,14
𮀆,14
𮀇,15
𮀈,15
𮀉,16
𮀊,20
𮀋,8
𮀌,8
𮀍,9
𮀎,9
𮀏,10
𮀐,10
𮀑,10
𮀒,10
𮀓,10
𮀔,10
𮀕,11
𮀖,11
𮀗,10
𮀘,11
𮀙,12
𮀚,12
𮀛,12
𮀜,12
𮀝,12
𮀞,12
𮀟,12
𮀠,12
𮀡,12
𮀢,13
𮀣,13
𮀤,12
𮀥,12
𮀦,13
𮀧,13
𮀨,13
𮀩,13
𮀪,13
𮀫,13
𮀬,14
𮀭,14
𮀮,14
𮀯,14
𮀰,14
𮀱,14
𮀲,14
𮀳,14
𮀴,13
𮀵,14
𮀶,15
𮀷,15
𮀸,15
𮀹,15
𮀺,15
𮀻,15
𮀼,15
𮀽,16
𮀾,16
𮀿,16
𮁀,16
𮁁,15
𮁂,16
𮁃,16
𮁄,17
𮁅,17
𮁆,16
𮁇,17
𮁈,17
𮁉,17
𮁊,17
𮁋,18
𮁌,17
𮁍,18
𮁎,18
𮁏,18
𮁐,19
𮁑,19
𮁒,18
𮁓,21
𮁔,19
𮁕,20
𮁖,23
𮁗,23
𮁘,23
𮁙,23
𮁚,23
𮁛,25
𮁜,7
𮁝,7
𮁞,8
𮁟,8
𮁠,9
𮁡,9
𮁢,9
𮁣,9
𮁤,10
𮁥,10
𮁦,10
𮁧,10
𮁨,10
𮁩,10
𮁪,10
𮁫,10
𮁬,10
𮁭,11
𮁮,11
𮁯,10
𮁰,11
𮁱,11
𮁲,11
𮁳,10
𮁴,10
𮁵,11
𮁶,11
𮁷,11
𮁸,12
𮁹,12
𮁺,11
𮁻,12
𮁼,12
𮁽,12
𮁾,12
𮁿,12
𮂀,13
𮂁,12
𮂂,12
𮂃,13
𮂄,14
𮂅,14
𮂆,13
𮂇,13
𮂈,14
𮂉,14
𮂊,15
𮂋,15
𮂌,15
𮂍,15
𮂎,15
𮂏,15
𮂐,16
𮂑,16
𮂒,16
𮂓,14
𮂔,15
𮂕,16
𮂖,22
𮂗,15
𮂘,17
𮂙,17
𮂚,16
𮂛,17
𮂜,17
𮂝,16
𮂞,18
𮂟,19
𮂠,20
𮂡,20
𮂢,20
𮂣,21
𮂤,22
𮂥,21
𮂦,22
𮂧,21
𮂨,23
𮂩,24
𮂪,24
𮂫,24
𮂬,11
𮂭,21
𮂮,21
𮂯,7
𮂰,8
𮂱,9
𮂲,9
𮂳,9
𮂴,9
𮂵,9
𮂶,9
𮂷,9
𮂸,9
𮂹,9
𮂺,10
𮂻,10
𮂼,10
𮂽,10
𮂾,10
𮂿,10
𮃀,10
𮃁,11
𮃂,11
𮃃,11
𮃄,11
𮃅,12
𮃆,12
𮃇,13
𮃈,13
𮃉,13
𮃊,13
𮃋,13
𮃌,13
𮃍,13
𮃎,13
𮃏,13
𮃐,13
𮃑,13
𮃒,13
𮃓,14
𮃔,13
𮃕,14
𮃖,14
𮃗,14
𮃘,14
𮃙,14
𮃚,14
𮃛,15
𮃜,15
𮃝,15
𮃞,15
𮃟,15
𮃠,15
𮃡,16
𮃢,15
𮃣,16
𮃤,16
𮃥,15
𮃦,16
𮃧,16
𮃨,16
𮃩,15
𮃪,16
𮃫,15
𮃬,17
𮃭,17
𮃮,17
𮃯,17
𮃰,17
𮃱,17
𮃲,18
𮃳,19
𮃴,20
𮃵,20
𮃶,24
𮃷,24
𮃸,8
𮃹,9
𮃺,10
𮃻,10
𮃼,11
𮃽,12
𮃾,11
𮃿,12
𮄀,12
𮄁,13
𮄂,13
𮄃,13
𮄄,13
𮄅,13
𮄆,13
𮄇,13
𮄈,14
𮄉,14
𮄊,14
𮄋,14
𮄌,15
𮄍,15
𮄎,15
𮄏,16
𮄐,16
𮄑,15
𮄒,16
𮄓,16
𮄔,16
𮄕,16
𮄖,17
𮄗,17
𮄘,17
𮄙,17
𮄚,16
𮄛,18
𮄜,17
𮄝,18
𮄞,19
𮄟,19
𮄠,19
𮄡,19
𮄢,21
𮄣,22
𮄤,23
𮄥,25
𮄦,23
𮄧,8
𮄨,9
𮄩,10
𮄪,10
𮄫,10
𮄬,10
𮄭,11
𮄮,11
𮄯,12
𮄰,12
𮄱,13
𮄲,13
𮄳,13
𮄴,14
𮄵,14
𮄶,14
𮄷,15
𮄸,16
𮄹,16
𮄺,16
𮄻,17
𮄼,17
𮄽,19
𮄾,19
𮄿,30
𮅀,10
𮅁,10
𮅂,10
𮅃,10
𮅄,11
𮅅,11
𮅆,11
𮅇,12
𮅈,12
𮅉,11
𮅊,12
𮅋,12
𮅌,12
𮅍,11
𮅎,12
𮅏,12
𮅐,12
𮅑,13
𮅒,13
𮅓,13
𮅔,13
𮅕,14
𮅖,14
𮅗,14
𮅘,14
𮅙,14
𮅚,13
𮅛,14
𮅜,14
𮅝,14
𮅞,14
𮅟,14
𮅠,14
𮅡,15
𮅢,15
𮅣,15
𮅤,15
𮅥,15
𮅦,15
𮅧,15
𮅨,14
𮅩,15
𮅪,15
𮅫,15
𮅬,15
𮅭,15
𮅮,15
𮅯,16
𮅰,16
𮅱,16
𮅲,16
𮅳,15
𮅴,16
𮅵,16
𮅶,17
𮅷,17
𮅸,17
𮅹,17
𮅺,17
𮅻,16
𮅼,17
𮅽,17
𮅾,17
𮅿,16
𮆀,16
𮆁,17
𮆂,17
𮆃,17
𮆄,17
𮆅,16
𮆆,17
𮆇,18
𮆈,18
𮆉,18
𮆊,18
𮆋,18
𮆌,19
𮆍,17
𮆎,18
𮆏,18
𮆐,18
𮆑,17
𮆒,17
𮆓,18
𮆔,19
𮆕,18
𮆖,19
𮆗,18
𮆘,19
𮆙,19
𮆚,19
𮆛,19
𮆜,19
𮆝,19
𮆞,19
𮆟,20
𮆠,19
𮆡,19
𮆢,20
𮆣,21
𮆤,20
𮆥,20
𮆦,20
𮆧,20
𮆨,21
𮆩,21
𮆪,21
𮆫,21
𮆬,21
𮆭,21
𮆮,21
𮆯,21
𮆰,19
𮆱,21
𮆲,22
𮆳,21
𮆴,21
𮆵,21
𮆶,22
𮆷,22
𮆸,20
𮆹,22
𮆺,22
𮆻,22
𮆼,22
𮆽,22
𮆾,24
𮆿,25
𮇀,26
𮇁,27
𮇂,27
𮇃,8
𮇄,8
𮇅,9
𮇆,10
𮇇,10
𮇈,10
𮇉,10
𮇊,10
𮇋,11
𮇌,11
𮇍,11
𮇎,11
𮇏,11
𮇐,11
𮇑,11
𮇒,11
𮇓,12
𮇔,12
𮇕,12
𮇖,12
𮇗,11
𮇘,12
𮇙,12
𮇚,12
𮇛,12
𮇜,12
𮇝,12
𮇞,13
𮇟,13
𮇠,13
𮇡,13
𮇢,13
𮇣,13
𮇤,13
𮇥,14
𮇦,14
𮇧,14
𮇨,14
𮇩,14
𮇪,14
𮇫,14
𮇬,16
𮇭,15
𮇮,15
𮇯,15
𮇰,15
𮇱,15
𮇲,15
𮇳,16
𮇴,16
𮇵,16
𮇶,16
𮇷,16
𮇸,16
𮇹,17
𮇺,17
𮇻,18
𮇼,18
𮇽,18
𮇾,19
𮇿,21
𮈀,25
𮈁,9
𮈂,9
𮈃,10
𮈄,10
𮈅,10
𮈆,11
𮈇,11
𮈈,11
𮈉,11
𮈊,11
𮈋,12
𮈌,12
𮈍,12
𮈎,12
𮈏,12
𮈐,12
𮈑,13
𮈒,13
𮈓,13
𮈔,13
𮈕,13
𮈖,14
𮈗,14
𮈘,14
𮈙,13
𮈚,14
𮈛,14
𮈜,14
𮈝,14
𮈞,14
𮈟,14
𮈠,14
𮈡,14
𮈢,14
𮈣,15
𮈤,15
𮈥,15
𮈦,15
𮈧,15
𮈨,15
𮈩,15
𮈪,15
𮈫,15
𮈬,15
𮈭,15
𮈮,15
𮈯,15
𮈰,15
𮈱,16
𮈲,16
𮈳,16
𮈴,15
𮈵,15
𮈶,15
𮈷,16
𮈸,16
𮈹,16
𮈺,17
𮈻,17
𮈼,17
𮈽,17
𮈾,17
𮈿,17
𮉀,17
𮉁,17
𮉂,17
𮉃,17
𮉄,18
𮉅,17
𮉆,18
𮉇,17
𮉈,18
𮉉,17
𮉊,18
𮉋,19
𮉌,18
𮉍,19
𮉎,18
𮉏,18
𮉐,20
𮉑,20
𮉒,20
𮉓,21
𮉔,20
𮉕,21
𮉖,21
𮉗,22
𮉘,21
𮉙,21
𮉚,23
𮉛,24
𮉜,23
𮉝,24
𮉞,24
𮉟,27
𮉠,5
𮉡,8
𮉢,8
𮉣,8
𮉤,9
𮉥,9
𮉦,9
𮉧,10
𮉨,10
𮉩,10
𮉪,11
𮉫,11
𮉬,11
𮉭,12
𮉮,14
𮉯,14
𮉰,9
𮉱,10
𮉲,11
𮉳,13
𮉴,13
𮉵,14
𮉶,15
𮉷,16
𮉸,17
𮉹,18
𮉺,17
𮉻,18
𮉼,6
𮉽,8
𮉾,7
𮉿,9
𮊀,10
𮊁,9
𮊂,10
𮊃,10
𮊄,9
𮊅,11
𮊆,12
𮊇,12
𮊈,13
𮊉,13
𮊊,13
𮊋,14
𮊌,15
𮊍,15
𮊎,14
𮊏,14
𮊐,15
𮊑,15
𮊒,15
𮊓,14
𮊔,15
𮊕,16
𮊖,17
𮊗,15
𮊘,17
𮊙,16
𮊚,17
𮊛,17
𮊜,18
𮊝,19
𮊞,18
𮊟,21
𮊠,23
𮊡,25
𮊢,9
𮊣,9
𮊤,9
𮊥,11
𮊦,11
𮊧,12
𮊨,12
𮊩,13
𮊪,14
𮊫,14
𮊬,14
𮊭,14
𮊮,15
𮊯,15
𮊰,16
𮊱,16
𮊲,16
𮊳,18
𮊴,19
𮊵,21
𮊶,21
𮊷,22
𮊸,10
𮊹,10
𮊺,10
𮊻,10
𮊼,11
𮊽,12
𮊾,12
𮊿,12
𮋀,12
𮋁,12
𮋂,12
𮋃,13
𮋄,13
𮋅,14
𮋆,14
𮋇,14
𮋈,14
𮋉,15
𮋊,15
𮋋,15
𮋌,15
𮋍,18
𮋎,16
𮋏,16
𮋐,16
𮋑,16
𮋒,17
𮋓,17
𮋔,19
𮋕,18
𮋖,20
𮋗,19
𮋘,21
𮋙,21
𮋚,25
𮋛,11
𮋜,12
𮋝,11
𮋞,14
𮋟,14
𮋠,15
𮋡,16
𮋢,23
𮋣,8
𮋤,10
𮋥,11
𮋦,11
𮋧,11
𮋨,12
𮋩,12
𮋪,13
𮋫,17
𮋬,9
𮋭,9
𮋮,10
𮋯,11
𮋰,13
𮋱,13
𮋲,13
𮋳,14
𮋴,14
𮋵,14
𮋶,15
𮋷,15
𮋸,15
𮋹,16
𮋺,17
𮋻,18
𮋼,20
𮋽,20
𮋾,21
𮋿,21
𮌀,24
𮌁,7
𮌂,8
𮌃,9
𮌄,12
𮌅,15
𮌆,15
𮌇,5
𮌈,7
𮌉,9
𮌊,9
𮌋,8
𮌌,9
𮌍,9
𮌎,9
𮌏,9
𮌐,10
𮌑,12
𮌒,10
𮌓,10
𮌔,11
𮌕,13
𮌖,11
𮌗,11
𮌘,11
𮌙,11
𮌚,12
𮌛,12
𮌜,14
𮌝,12
𮌞,12
𮌟,12
𮌠,12
𮌡,13
𮌢,13
𮌣,13
𮌤,13
𮌥,13
𮌦,14
𮌧,14
𮌨,13
𮌩,14
𮌪,14
𮌫,13
𮌬,14
𮌭,14
𮌮,14
𮌯,14
𮌰,14
𮌱,15
𮌲,15
𮌳,14
𮌴,15
𮌵,14
𮌶,15
𮌷,15
𮌸,15
𮌹,15
𮌺,16
𮌻,16
𮌼,16
𮌽,16
𮌾,18
𮌿,18
𮍀,17
𮍁,17
𮍂,18
𮍃,17
𮍄,18
𮍅,17
𮍆,17
𮍇,19
𮍈,19
𮍉,21
𮍊,20
𮍋,23
𮍌,5
𮍍,7
𮍎,11
𮍏,11
𮍐,13
𮍑,14
𮍒,14
𮍓,16
𮍔,10
𮍕,10
𮍖,11
𮍗,11
𮍘,11
𮍙,12
𮍚,13
𮍛,13
𮍜,14
𮍝,20
𮍞,20
𮍟,23
𮍠,10
𮍡,10
𮍢,12
𮍣,14
𮍤,20
𮍥,8
𮍦,10
𮍧,10
𮍨,12
𮍩,12
𮍪,12
𮍫,12
𮍬,12
𮍭,13
𮍮,13
𮍯,14
𮍰,15
𮍱,15
𮍲,25
𮍳,27
𮍴,9
𮍵,9
𮍶,11
𮍷,11
𮍸,13
𮍹,14
𮍺,15
𮍻,15
𮍼,15
𮍽,15
𮍾,15
𮍿,16
𮎀,24
𮎁,10
𮎂,25
𮎃,10
𮎄,10
𮎅,11
𮎆,11
𮎇,11
𮎈,11
𮎉,11
𮎊,10
𮎋,12
𮎌,12
𮎍,13
𮎎,13
𮎏,13
𮎐,13
𮎑,12
𮎒,14
𮎓,14
𮎔,17
𮎕,20
𮎖,23
𮎗,22
𮎘,13
𮎙,14
𮎚,17
𮎛,5
𮎜,6
𮎝,15
𮎞,21
𮎟,7
𮎠,7
𮎡,7
𮎢,7
𮎣,7
𮎤,7
𮎥,8
𮎦,8
𮎧,8
𮎨,9
𮎩,9
𮎪,9
𮎫,9
𮎬,9
𮎭,9
𮎮,9
𮎯,9
𮎰,9
𮎱,9
𮎲,9
𮎳,9
𮎴,9
𮎵,9
𮎶,9
𮎷,9
𮎸,9
𮎹,10
𮎺,10
𮎻,10
𮎼,11
𮎽,10
𮎾,10
𮎿,10
𮏀,10
𮏁,10
𮏂,10
𮏃,10
𮏄,10
𮏅,10
𮏆,10
𮏇,10
𮏈,10
𮏉,10
𮏊,10
𮏋,10
𮏌,9
𮏍,10
𮏎,10
𮏏,10
𮏐,11
𮏑,12
𮏒,11
𮏓,11
𮏔,11
𮏕,11
𮏖,11
𮏗,11
𮏘,11
𮏙,10
𮏚,11
𮏛,11
𮏜,11
𮏝,11
𮏞,11
𮏟,11
𮏠,11
𮏡,11
𮏢,11
𮏣,12
𮏤,12
𮏥,12
𮏦,12
𮏧,12
𮏨,12
𮏩,11
𮏪,13
𮏫,12
𮏬,12
𮏭,12
𮏮,12
𮏯,12
𮏰,12
𮏱,12
𮏲,12
𮏳,12
𮏴,12
𮏵,12
𮏶,12
𮏷,12
𮏸,12
𮏹,12
𮏺,12
𮏻,12
𮏼,12
𮏽,12
𮏾,12
𮏿,12
𮐀,12
𮐁,12
𮐂,12
𮐃,13
𮐄,12
𮐅,13
𮐆,13
𮐇,13
𮐈,13
𮐉,13
𮐊,13
𮐋,13
𮐌,13
𮐍,13
𮐎,13
𮐏,13
𮐐,13
𮐑,13
𮐒,13
𮐓,16
𮐔,13
𮐕,12
𮐖,13
𮐗,13
𮐘,12
𮐙,13
𮐚,13
𮐛,13
𮐜,13
𮐝,13
𮐞,13
𮐟,13
𮐠,13
𮐡,14
𮐢,14
𮐣,14
𮐤,13
𮐥,14
𮐦,14
𮐧,14
𮐨,14
𮐩,14
𮐪,14
𮐫,14
𮐬,14
𮐭,14
𮐮,14
𮐯,14
𮐰,14
𮐱,14
𮐲,14
𮐳,14
𮐴,14
𮐵,14
𮐶,14
𮐷,14
𮐸,14
𮐹,15
𮐺,15
𮐻,15
𮐼,15
𮐽,15
𮐾,15
𮐿,15
𮑀,15
𮑁,15
𮑂,14
𮑃,15
𮑄,15
𮑅,15
𮑆,14
𮑇,15
𮑈,15
𮑉,15
𮑊,15
𮑋,14
𮑌,14
𮑍,15
𮑎,15
𮑏,15
𮑐,15
𮑑,14
𮑒,13
𮑓,15
𮑔,15
𮑕,15
𮑖,14
𮑗,15
𮑘,15
𮑙,15
𮑚,16
𮑛,17
𮑜,16
𮑝,16
𮑞,16
𮑟,15
𮑠,16
𮑡,16
𮑢,16
𮑣,16
𮑤,16
𮑥,17
𮑦,16
𮑧,16
𮑨,16
𮑩,15
𮑪,16
𮑫,16
𮑬,16
𮑭,16
𮑮,16
𮑯,16
𮑰,16
𮑱,15
𮑲,16
𮑳,16
𮑴,16
𮑵,16
𮑶,17
𮑷,16
𮑸,16
𮑹,16
𮑺,16
𮑻,16
𮑼,17
𮑽,17
𮑾,17
𮑿,17
𮒀,17
𮒁,17
𮒂,19
𮒃,17
𮒄,17
𮒅,17
𮒆,17
𮒇,17
𮒈,17
𮒉,17
𮒊,16
𮒋,17
𮒌,17
𮒍,17
𮒎,17
𮒏,17
𮒐,17
𮒑,17
𮒒,17
𮒓,15
𮒔,17
𮒕,17
𮒖,17
𮒗,18
𮒘,18
𮒙,18
𮒚,18
𮒛,18
𮒜,18
𮒝,18
𮒞,18
𮒟,18
𮒠,17
𮒡,18
𮒢,18
𮒣,18
𮒤,18
𮒥,17
𮒦,18
𮒧,18
𮒨,18
𮒩,19
𮒪,18
𮒫,19
𮒬,19
𮒭,19
𮒮,20
𮒯,19
𮒰,19
𮒱,18
𮒲,19
𮒳,19
𮒴,19
𮒵,19
𮒶,19
𮒷,19
𮒸,20
𮒹,21
𮒺,20
𮒻,20
𮒼,19
𮒽,21
𮒾,19
𮒿,20
𮓀,20
𮓁,20
𮓂,20
𮓃,20
𮓄,20
𮓅,21
𮓆,21
𮓇,21
𮓈,21
𮓉,21
𮓊,21
𮓋,21
𮓌,21
𮓍,21
𮓎,22
𮓏,23
𮓐,22
𮓑,22
𮓒,22
𮓓,23
𮓔,24
𮓕,24
𮓖,26
𮓗,7
𮓘,8
𮓙,8
𮓚,8
𮓛,9
𮓜,9
𮓝,10
𮓞,10
𮓟,10
𮓠,10
𮓡,11
𮓢,10
𮓣,12
𮓤,12
𮓥,13
𮓦,13
𮓧,15
𮓨,15
𮓩,16
𮓪,16
𮓫,16
𮓬,17
𮓭,18
𮓮,19
𮓯,20
𮓰,6
𮓱,6
𮓲,8
𮓳,9
𮓴,9
𮓵,9
𮓶,9
𮓷,9
𮓸,10
𮓹,10
𮓺,10
𮓻,10
𮓼,10
𮓽,11
𮓾,11
𮓿,11
𮔀,11
𮔁,12
𮔂,11
𮔃,12
𮔄,12
𮔅,12
𮔆,12
𮔇,12
𮔈,12
𮔉,13
𮔊,13
𮔋,13
𮔌,13
𮔍,13
𮔎,13
𮔏,13
𮔐,13
𮔑,13
𮔒,13
𮔓,13
